id,0,1,2,3,4,5,6,7,8,9,10,label
0,0.00032918521327461917,244.91157704949126,8.846672455314689,0.05710955710955711,-13.345008850097656,3169.6346243912217,0.016979046165943146,0.7528340816497803,3637.6995587498013,6844.823023656031,0.010579427083333334,True
1,0.00030162955722551734,338.2306165996299,37.51982390423819,0.09075907590759076,-9.792122840881348,3291.5505783352232,0.016988465562462807,0.6111547350883484,3421.5886165347065,7215.755047184406,0.026876418110561056,True
2,0.0019325177038562046,0.0,0.0,0.0,-10.213318824768066,8395.865198587706,0.043868597596883774,0.7635955214500427,4294.737003144374,13255.459846047794,0.37463235294117647,False
3,0.00020391384343057767,236.0696812407239,33.7049880105362,0.059445178335535004,-14.60905933380127,2792.583463544441,0.014210679568350315,0.7527889609336853,3761.198367677402,6480.754559011724,0.0035127869055482167,True
4,0.0004823747068535906,129.78248125247137,1.5854528764608844,0.011764705882352941,-15.549188613891602,5603.859435129264,0.02147265151143074,0.5987311005592346,3870.956947314009,9219.060920266544,0.1849551930147059,False
5,0.0002388112348214248,88.84032726318185,3.6794338407950327,0.0037174721189591076,-12.43379020690918,2883.9347411716217,0.015372241847217083,0.5913813710212708,3273.376177504084,5844.890472525558,0.020898074465613384,True
6,0.0006270686255396113,101.94162757476123,3.9022253262122564,0.008849557522123894,-11.68834114074707,5682.116428256028,0.02476022019982338,0.5341079235076904,3640.5425565740134,8360.885431070243,0.21457872418879056,False
7,0.00020334920368053738,281.47987106377326,120.48941908650198,0.06994047619047619,-14.876907348632812,2990.002429077855,0.01415335014462471,0.8115570545196533,4352.234551046458,7193.531799316406,0.0015106201171875,False
8,0.000344050274743886,102.55552655365831,0.0,0.001652892561983471,-11.176376342773438,3945.0164352269035,0.018454769626259804,0.6097924113273621,4146.94828423151,8341.642561983472,0.011106178977272728,True
9,0.00026381698239995386,133.76851332616152,0.0,0.0014619883040935672,-12.320405960083008,3810.6868538404856,0.015679532662034035,0.6087177395820618,3579.996148109139,8048.727256373355,0.035893668905336254,True
10,0.00031526455852671326,0.0,0.0,0.0,-11.69270133972168,3826.2443850271793,0.017616713419556618,0.7123175859451294,3567.057423780864,7686.7859188375205,0.01665304520181219,True
11,0.000342666920644344,164.02233832242467,34.04233275444183,0.09621451104100946,-13.570226669311523,2209.321856575385,0.018328547477722168,0.5131056308746338,2265.8288697293765,4648.318895406152,0.013936039777208201,True
12,0.00026962555052134705,115.3920116887785,4.159181737323231,0.04072398190045249,-16.257734298706055,2588.0381241140776,0.01609349437057972,0.8050705194473267,3214.026340754265,5920.006937570702,0.01587540064102564,True
13,0.00031155430147559884,129.37421880133402,8.345353589812612,0.04612850082372323,-17.38936996459961,4107.795110317412,0.01704064942896366,0.6969541907310486,4364.7759921483075,9246.896638823106,0.013054082578253707,False
14,0.0002957725158936271,86.73814962411348,0.0,0.001488095238095238,-10.453470230102539,5016.532055345307,0.015879154205322266,0.6934074759483337,4355.695840477208,10153.866577148438,0.02775937034970238,False
15,0.0003075447082853512,0.0,0.0,0.0,-13.712455749511719,3794.4546914498655,0.017274534329771996,0.6614392399787903,2537.5408673806623,6586.203358208955,0.05881238339552239,False
16,0.0003282164321719747,125.35005944345457,5.557475235345306,0.04381161007667032,-14.997785568237305,2338.0961903460948,0.01805121824145317,0.7487376928329468,3369.692688105335,6025.68835355627,0.0008171892113910186,True
17,0.00046999958781955483,0.0,0.0,0.0,-9.39030647277832,8671.979301196883,0.021619021892547607,0.6396253705024719,5381.931311281117,15332.567550962334,0.24805738436465233,False
18,0.00024013866211620673,206.60917607471436,170.22973705513084,0.004629629629629629,-12.39164924621582,2665.0952256118485,0.01540328562259674,0.6204210519790649,3285.4272551316662,5524.761962890625,0.010310420283564815,False
19,0.0003130498298442486,315.98418698674914,22.983588610728113,0.05263157894736842,-14.20478630065918,3359.1784501146885,0.01737116277217865,0.5878062844276428,3708.4360199112793,6767.744934958134,0.016786906897926633,False
